"name","time_value","value"
"Kokomo",2020-06-04,1.01
"Kokomo",2020-06-05,1.05
"Kokomo",2020-06-06,0.98
"Kokomo",2020-06-07,0.95
"Kokomo",2020-06-08,0.92
"Kokomo",2020-06-09,0.89
"Kokomo",2020-06-10,0.85
"Kokomo",2020-06-11,0.85
"Kokomo",2020-06-12,0.83
"Kokomo",2020-06-13,0.83
"Kokomo",2020-06-14,0.83
"Kokomo",2020-06-15,0.9
"Kokomo",2020-06-16,0.93
"Kokomo",2020-06-17,0.86
"Kokomo",2020-06-18,0.84
"Kokomo",2020-06-19,0.94
"Kokomo",2020-06-20,0.92
"Kokomo",2020-06-21,0.89
"Kokomo",2020-06-22,0.83
"Kokomo",2020-06-23,0.59
"Kokomo",2020-06-24,0.63
"Kokomo",2020-06-25,0.56
"Kokomo",2020-06-26,0.58
"Kokomo",2020-06-27,0.6
"Kokomo",2020-06-28,0.58
"Kokomo",2020-06-29,0.63
"Kokomo",2020-06-30,0.63
"Lafayette-West Lafayette",2020-04-15,1.13
"Lafayette-West Lafayette",2020-04-16,1.19
"Lafayette-West Lafayette",2020-04-17,1.33
"Lafayette-West Lafayette",2020-04-18,1.22
"Lafayette-West Lafayette",2020-04-19,1.12
"Lafayette-West Lafayette",2020-04-20,1
"Lafayette-West Lafayette",2020-04-21,0.73
"Lafayette-West Lafayette",2020-04-22,0.74
"Lafayette-West Lafayette",2020-04-23,0.61
"Lafayette-West Lafayette",2020-04-24,0.37
"Lafayette-West Lafayette",2020-04-25,0.34
"Lafayette-West Lafayette",2020-04-26,0.42
"Lafayette-West Lafayette",2020-04-27,0.44
"Lafayette-West Lafayette",2020-04-28,0.57
"Lafayette-West Lafayette",2020-04-29,0.65
"Lafayette-West Lafayette",2020-04-30,0.68
"Lafayette-West Lafayette",2020-05-01,0.65
"Lafayette-West Lafayette",2020-05-02,0.7
"Lafayette-West Lafayette",2020-05-03,0.79
"Lafayette-West Lafayette",2020-05-04,0.86
"Lafayette-West Lafayette",2020-05-05,0.85
"Lafayette-West Lafayette",2020-05-06,0.9
"Lafayette-West Lafayette",2020-05-07,0.82
"Lafayette-West Lafayette",2020-05-08,0.88
"Lafayette-West Lafayette",2020-05-09,0.9
"Lafayette-West Lafayette",2020-05-10,0.95
"Lafayette-West Lafayette",2020-05-11,1.03
"Lafayette-West Lafayette",2020-05-12,0.97
"Lafayette-West Lafayette",2020-05-13,0.86
"Lafayette-West Lafayette",2020-05-14,0.87
"Lafayette-West Lafayette",2020-05-15,0.94
"Lafayette-West Lafayette",2020-05-16,0.84
"Lafayette-West Lafayette",2020-05-17,0.66
"Lafayette-West Lafayette",2020-05-18,0.54
"Lafayette-West Lafayette",2020-05-19,0.58
"Lafayette-West Lafayette",2020-05-20,0.56
"Lafayette-West Lafayette",2020-05-21,0.56
"Lafayette-West Lafayette",2020-05-22,0.52
"Lafayette-West Lafayette",2020-05-23,0.5
"Lafayette-West Lafayette",2020-05-24,0.48
"Lafayette-West Lafayette",2020-05-25,0.49
"Lafayette-West Lafayette",2020-05-26,0.45
"Lafayette-West Lafayette",2020-05-27,0.44
"Lafayette-West Lafayette",2020-05-28,0.45
"Lafayette-West Lafayette",2020-05-29,0.4
"Lafayette-West Lafayette",2020-05-30,0.4
"Lafayette-West Lafayette",2020-05-31,0.41
"Lafayette-West Lafayette",2020-06-01,0.6
"Lafayette-West Lafayette",2020-06-02,0.62
"Lafayette-West Lafayette",2020-06-03,0.62
"Lafayette-West Lafayette",2020-06-04,0.63
"Lafayette-West Lafayette",2020-06-05,0.71
"Lafayette-West Lafayette",2020-06-06,0.7
"Lafayette-West Lafayette",2020-06-07,0.7
"Lafayette-West Lafayette",2020-06-08,0.65
"Lafayette-West Lafayette",2020-06-09,0.69
"Lafayette-West Lafayette",2020-06-10,0.68
"Lafayette-West Lafayette",2020-06-11,0.65
"Lafayette-West Lafayette",2020-06-12,0.77
"Lafayette-West Lafayette",2020-06-13,0.83
"Lafayette-West Lafayette",2020-06-14,0.78
"Lafayette-West Lafayette",2020-06-15,0.66
"Lafayette-West Lafayette",2020-06-16,0.68
"Lafayette-West Lafayette",2020-06-17,0.7
"Lafayette-West Lafayette",2020-06-18,0.74
"Lafayette-West Lafayette",2020-06-19,0.57
"Lafayette-West Lafayette",2020-06-20,0.56
"Lafayette-West Lafayette",2020-06-21,0.55
"Lafayette-West Lafayette",2020-06-22,0.52
"Lafayette-West Lafayette",2020-06-23,0.45
"Lafayette-West Lafayette",2020-06-24,0.47
"Lafayette-West Lafayette",2020-06-25,0.4
"Lafayette-West Lafayette",2020-06-26,0.4
"Lafayette-West Lafayette",2020-06-27,0.41
"Lafayette-West Lafayette",2020-06-28,0.46
"Lafayette-West Lafayette",2020-06-29,0.46
"Lafayette-West Lafayette",2020-06-30,0.46
"Louisville/Jefferson County",2020-04-15,1.12
"Louisville/Jefferson County",2020-04-16,0.95
"Louisville/Jefferson County",2020-04-17,1.13
"Louisville/Jefferson County",2020-04-18,1.12
"Louisville/Jefferson County",2020-04-19,1.04
"Louisville/Jefferson County",2020-04-20,1
"Louisville/Jefferson County",2020-04-21,1
"Louisville/Jefferson County",2020-04-22,1.03
"Louisville/Jefferson County",2020-04-23,0.94
"Louisville/Jefferson County",2020-04-24,0.82
"Louisville/Jefferson County",2020-04-25,0.87
"Louisville/Jefferson County",2020-04-26,0.93
"Louisville/Jefferson County",2020-04-27,0.95
"Louisville/Jefferson County",2020-04-28,0.96
"Louisville/Jefferson County",2020-04-29,0.96
"Louisville/Jefferson County",2020-04-30,0.92
"Louisville/Jefferson County",2020-05-01,0.88
"Louisville/Jefferson County",2020-05-02,0.8
"Louisville/Jefferson County",2020-05-03,0.75
"Louisville/Jefferson County",2020-05-04,0.7
"Louisville/Jefferson County",2020-05-05,0.66
"Louisville/Jefferson County",2020-05-06,0.89
"Louisville/Jefferson County",2020-05-07,0.89
"Louisville/Jefferson County",2020-05-08,0.89
"Louisville/Jefferson County",2020-05-09,0.88
"Louisville/Jefferson County",2020-05-10,0.8
"Louisville/Jefferson County",2020-05-11,0.74
"Louisville/Jefferson County",2020-05-12,0.84
"Louisville/Jefferson County",2020-05-13,0.68
"Louisville/Jefferson County",2020-05-14,0.64
"Louisville/Jefferson County",2020-05-15,0.66
"Louisville/Jefferson County",2020-05-16,0.58
"Louisville/Jefferson County",2020-05-17,0.6
"Louisville/Jefferson County",2020-05-18,0.64
"Louisville/Jefferson County",2020-05-19,0.64
"Louisville/Jefferson County",2020-05-20,0.67
"Louisville/Jefferson County",2020-05-21,0.71
"Louisville/Jefferson County",2020-05-22,0.64
"Louisville/Jefferson County",2020-05-23,0.62
"Louisville/Jefferson County",2020-05-24,0.92
"Louisville/Jefferson County",2020-05-25,0.79
"Louisville/Jefferson County",2020-05-26,0.69
"Louisville/Jefferson County",2020-05-27,0.93
"Louisville/Jefferson County",2020-05-28,1.02
"Louisville/Jefferson County",2020-05-29,0.88
"Louisville/Jefferson County",2020-05-30,0.78
"Louisville/Jefferson County",2020-05-31,0.67
"Louisville/Jefferson County",2020-06-01,0.75
"Louisville/Jefferson County",2020-06-02,0.7
"Louisville/Jefferson County",2020-06-03,0.63
"Louisville/Jefferson County",2020-06-04,0.6
"Louisville/Jefferson County",2020-06-05,0.6
"Louisville/Jefferson County",2020-06-06,0.61
"Louisville/Jefferson County",2020-06-07,0.54
"Louisville/Jefferson County",2020-06-08,0.52
"Louisville/Jefferson County",2020-06-09,0.57
"Louisville/Jefferson County",2020-06-10,0.5
"Louisville/Jefferson County",2020-06-11,0.5
"Louisville/Jefferson County",2020-06-12,0.67
"Louisville/Jefferson County",2020-06-13,0.6
"Louisville/Jefferson County",2020-06-14,0.58
"Louisville/Jefferson County",2020-06-15,0.61
"Louisville/Jefferson County",2020-06-16,0.54
"Louisville/Jefferson County",2020-06-17,0.58
"Louisville/Jefferson County",2020-06-18,0.58
"Louisville/Jefferson County",2020-06-19,0.55
"Louisville/Jefferson County",2020-06-20,0.53
"Louisville/Jefferson County",2020-06-21,0.52
"Louisville/Jefferson County",2020-06-22,0.5
"Louisville/Jefferson County",2020-06-23,0.48
"Louisville/Jefferson County",2020-06-24,0.73
"Louisville/Jefferson County",2020-06-25,0.68
"Louisville/Jefferson County",2020-06-26,0.73
"Louisville/Jefferson County",2020-06-27,0.76
"Louisville/Jefferson County",2020-06-28,0.76
"Louisville/Jefferson County",2020-06-29,0.79
"Louisville/Jefferson County",2020-06-30,0.79
"Michigan City-La Porte",2020-04-15,1.23
"Michigan City-La Porte",2020-04-16,1.21
"Michigan City-La Porte",2020-04-17,1.16
"Michigan City-La Porte",2020-04-18,1.27
"Michigan City-La Porte",2020-04-19,1
"Michigan City-La Porte",2020-04-20,0.85
"Michigan City-La Porte",2020-04-21,0.98
"Michigan City-La Porte",2020-04-22,0.81
"Michigan City-La Porte",2020-04-23,0.82
"Michigan City-La Porte",2020-04-24,0.91
"Michigan City-La Porte",2020-04-25,0.81
"Michigan City-La Porte",2020-04-26,0.74
"Michigan City-La Porte",2020-04-27,0.82
"Michigan City-La Porte",2020-04-28,0.74
"Michigan City-La Porte",2020-04-29,0.78
"Michigan City-La Porte",2020-04-30,0.81
"Michigan City-La Porte",2020-05-01,0.82
"Michigan City-La Porte",2020-05-02,0.81
"Michigan City-La Porte",2020-05-03,0.9
"Michigan City-La Porte",2020-05-04,0.9
"Michigan City-La Porte",2020-05-05,0.93
"Michigan City-La Porte",2020-05-06,1.08
"Michigan City-La Porte",2020-05-07,1.08
"Michigan City-La Porte",2020-05-08,1.08
"Michigan City-La Porte",2020-05-09,0.96
"Michigan City-La Porte",2020-05-10,0.88
"Michigan City-La Porte",2020-05-11,0.86
"Michigan City-La Porte",2020-05-12,0.94
"Michigan City-La Porte",2020-05-13,0.83
"Michigan City-La Porte",2020-05-14,0.81
"Michigan City-La Porte",2020-05-15,0.8
"Michigan City-La Porte",2020-05-16,0.74
"Michigan City-La Porte",2020-05-17,0.75
"Michigan City-La Porte",2020-05-18,0.78
"Michigan City-La Porte",2020-05-19,0.81
"Michigan City-La Porte",2020-05-20,0.67
"Michigan City-La Porte",2020-05-21,0.7
"Michigan City-La Porte",2020-05-22,0.67
"Michigan City-La Porte",2020-05-23,0.69
"Michigan City-La Porte",2020-05-24,0.65
"Michigan City-La Porte",2020-05-25,0.8
"Michigan City-La Porte",2020-05-26,0.83
"Michigan City-La Porte",2020-05-27,0.84
"Michigan City-La Porte",2020-05-28,0.91
"Michigan City-La Porte",2020-05-29,0.91
"Michigan City-La Porte",2020-05-30,0.87
"Michigan City-La Porte",2020-05-31,0.83
"Michigan City-La Porte",2020-06-01,0.67
"Michigan City-La Porte",2020-06-02,0.62
"Michigan City-La Porte",2020-06-03,0.59
"Michigan City-La Porte",2020-06-04,0.52
"Michigan City-La Porte",2020-06-05,0.5
"Michigan City-La Porte",2020-06-06,0.47
"Michigan City-La Porte",2020-06-07,0.6
"Michigan City-La Porte",2020-06-08,0.64
"Michigan City-La Porte",2020-06-09,0.63
"Michigan City-La Porte",2020-06-10,0.64
"Michigan City-La Porte",2020-06-11,0.61
"Michigan City-La Porte",2020-06-12,0.65
"Michigan City-La Porte",2020-06-13,0.65
"Michigan City-La Porte",2020-06-14,0.64
"Michigan City-La Porte",2020-06-15,0.57
"Michigan City-La Porte",2020-06-16,0.7
"Michigan City-La Porte",2020-06-17,0.69
"Michigan City-La Porte",2020-06-18,0.77
"Michigan City-La Porte",2020-06-19,0.77
"Michigan City-La Porte",2020-06-20,0.81
"Michigan City-La Porte",2020-06-21,0.73
"Michigan City-La Porte",2020-06-22,0.73
"Michigan City-La Porte",2020-06-23,0.66
"Michigan City-La Porte",2020-06-24,0.69
"Michigan City-La Porte",2020-06-25,0.6
"Michigan City-La Porte",2020-06-26,0.58
"Michigan City-La Porte",2020-06-27,0.67
"Michigan City-La Porte",2020-06-28,0.72
"Michigan City-La Porte",2020-06-29,0.9
"Michigan City-La Porte",2020-06-30,0.9
"Muncie",2020-04-15,1.09
"Muncie",2020-04-16,1.03
"Muncie",2020-04-17,0.95
"Muncie",2020-04-18,0.78
"Muncie",2020-04-19,0.72
"Muncie",2020-04-20,0.63
"Muncie",2020-04-21,0.72
"Muncie",2020-04-22,0.47
"Muncie",2020-04-23,0.58
"Muncie",2020-04-24,0.58
"Muncie",2020-04-25,0.71
"Muncie",2020-04-26,0.92
"Muncie",2020-04-27,0.93
"Muncie",2020-04-28,1.07
"Muncie",2020-04-29,1.16
"Muncie",2020-04-30,1.15
"Muncie",2020-05-01,1.12
"Muncie",2020-05-02,1.06
"Muncie",2020-05-03,0.9
"Muncie",2020-05-04,0.83
"Muncie",2020-05-05,0.74
"Muncie",2020-05-06,0.71
"Muncie",2020-05-07,0.68
"Muncie",2020-05-08,0.71
"Muncie",2020-05-09,0.68
"Muncie",2020-05-10,0.64
"Muncie",2020-05-11,0.8
"Muncie",2020-05-12,0.85
"Muncie",2020-05-13,0.76
"Muncie",2020-05-14,0.7
"Muncie",2020-05-15,0.63
"Muncie",2020-05-16,0.74
"Muncie",2020-05-17,0.92
"Muncie",2020-05-18,0.92
"Muncie",2020-05-19,0.92
"Muncie",2020-05-20,0.98
"Muncie",2020-05-21,0.99
"Muncie",2020-05-22,0.94
"Muncie",2020-05-23,1
"Muncie",2020-05-24,0.96
"Muncie",2020-05-25,0.95
"Muncie",2020-05-26,1.13
"Muncie",2020-05-27,1.31
"Muncie",2020-05-28,1.28
"Muncie",2020-05-29,1.31
"Muncie",2020-05-30,1.25
"Muncie",2020-05-31,1.16
"Muncie",2020-06-01,1.09
"Muncie",2020-06-02,1.11
"Muncie",2020-06-03,0.98
"Muncie",2020-06-04,0.94
"Muncie",2020-06-05,0.72
"Muncie",2020-06-06,0.51
"Muncie",2020-06-07,0.54
"Muncie",2020-06-08,0.8
"Muncie",2020-06-09,0.8
"Muncie",2020-06-10,1.03
"Muncie",2020-06-11,1.09
"Muncie",2020-06-12,1.09
"Muncie",2020-06-13,1.09
"Muncie",2020-06-14,1.17
"Muncie",2020-06-15,0.96
"Muncie",2020-06-16,0.97
"Muncie",2020-06-17,0.81
"Muncie",2020-06-18,0.7
"Muncie",2020-06-19,0.81
"Muncie",2020-06-20,0.73
"Muncie",2020-06-21,0.5
"Muncie",2020-06-22,0.49
"Muncie",2020-06-23,0.32
"Muncie",2020-06-24,0.37
"Muncie",2020-06-25,0.31
"Muncie",2020-06-26,0.36
"Muncie",2020-06-27,0.41
"Muncie",2020-06-28,0.4
"Muncie",2020-06-29,0.56
"Muncie",2020-06-30,0.56
"South Bend-Mishawaka",2020-04-15,0.97
"South Bend-Mishawaka",2020-04-16,0.99
"South Bend-Mishawaka",2020-04-17,1.18
"South Bend-Mishawaka",2020-04-18,1.01
"South Bend-Mishawaka",2020-04-19,1.14
"South Bend-Mishawaka",2020-04-20,1.25
"South Bend-Mishawaka",2020-04-21,1.36
"South Bend-Mishawaka",2020-04-22,1.56
"South Bend-Mishawaka",2020-04-23,1.7
"South Bend-Mishawaka",2020-04-24,1.65
"South Bend-Mishawaka",2020-04-25,1.62
"South Bend-Mishawaka",2020-04-26,1.43
"South Bend-Mishawaka",2020-04-27,1.38
"South Bend-Mishawaka",2020-04-28,1.38
"South Bend-Mishawaka",2020-04-29,1.34
"South Bend-Mishawaka",2020-04-30,1.28
"South Bend-Mishawaka",2020-05-01,1.15
"South Bend-Mishawaka",2020-05-02,1.11
"South Bend-Mishawaka",2020-05-03,1.05
"South Bend-Mishawaka",2020-05-04,1.05
"South Bend-Mishawaka",2020-05-05,0.87
"South Bend-Mishawaka",2020-05-06,0.79
"South Bend-Mishawaka",2020-05-07,0.79
"South Bend-Mishawaka",2020-05-08,0.75
"South Bend-Mishawaka",2020-05-09,0.68
"South Bend-Mishawaka",2020-05-10,0.64
"South Bend-Mishawaka",2020-05-11,0.55
"South Bend-Mishawaka",2020-05-12,0.53
"South Bend-Mishawaka",2020-05-13,0.48
"South Bend-Mishawaka",2020-05-14,0.44
"South Bend-Mishawaka",2020-05-15,0.43
"South Bend-Mishawaka",2020-05-16,0.53
"South Bend-Mishawaka",2020-05-17,0.55
"South Bend-Mishawaka",2020-05-18,0.6
"South Bend-Mishawaka",2020-05-19,0.56
"South Bend-Mishawaka",2020-05-20,0.55
"South Bend-Mishawaka",2020-05-21,0.53
"South Bend-Mishawaka",2020-05-22,0.57
"South Bend-Mishawaka",2020-05-23,0.57
"South Bend-Mishawaka",2020-05-24,0.56
"South Bend-Mishawaka",2020-05-25,0.6
"South Bend-Mishawaka",2020-05-26,0.82
"South Bend-Mishawaka",2020-05-27,0.82
"South Bend-Mishawaka",2020-05-28,0.79
"South Bend-Mishawaka",2020-05-29,0.95
"South Bend-Mishawaka",2020-05-30,0.85
"South Bend-Mishawaka",2020-05-31,0.82
"South Bend-Mishawaka",2020-06-01,0.71
"South Bend-Mishawaka",2020-06-02,0.65
"South Bend-Mishawaka",2020-06-03,0.56
"South Bend-Mishawaka",2020-06-04,0.58
"South Bend-Mishawaka",2020-06-05,0.55
"South Bend-Mishawaka",2020-06-06,0.57
"South Bend-Mishawaka",2020-06-07,0.66
"South Bend-Mishawaka",2020-06-08,0.6
"South Bend-Mishawaka",2020-06-09,0.62
"South Bend-Mishawaka",2020-06-10,0.62
"South Bend-Mishawaka",2020-06-11,0.55
"South Bend-Mishawaka",2020-06-12,0.62
"South Bend-Mishawaka",2020-06-13,0.58
"South Bend-Mishawaka",2020-06-14,0.57
"South Bend-Mishawaka",2020-06-15,0.53
"South Bend-Mishawaka",2020-06-16,0.48
"South Bend-Mishawaka",2020-06-17,0.81
"South Bend-Mishawaka",2020-06-18,0.92
"South Bend-Mishawaka",2020-06-19,0.84
"South Bend-Mishawaka",2020-06-20,0.83
"South Bend-Mishawaka",2020-06-21,0.83
"South Bend-Mishawaka",2020-06-22,0.83
"South Bend-Mishawaka",2020-06-23,1.46
"South Bend-Mishawaka",2020-06-24,1.71
"South Bend-Mishawaka",2020-06-25,1.42
"South Bend-Mishawaka",2020-06-26,1.19
"South Bend-Mishawaka",2020-06-27,1.17
"South Bend-Mishawaka",2020-06-28,1.14
"South Bend-Mishawaka",2020-06-29,1.09
"South Bend-Mishawaka",2020-06-30,1.09
"Terre Haute",2020-04-15,1.02
"Terre Haute",2020-04-16,0.91
"Terre Haute",2020-04-17,0.8
"Terre Haute",2020-04-18,0.9
"Terre Haute",2020-04-19,0.84
"Terre Haute",2020-04-20,0.93
"Terre Haute",2020-04-21,0.98
"Terre Haute",2020-04-22,0.76
"Terre Haute",2020-04-23,0.99
"Terre Haute",2020-04-24,0.99
"Terre Haute",2020-04-25,0.79
"Terre Haute",2020-04-26,0.78
"Terre Haute",2020-04-27,0.79
"Terre Haute",2020-04-28,0.72
"Terre Haute",2020-04-29,0.7
"Terre Haute",2020-04-30,0.62
"Terre Haute",2020-05-01,0.62
"Terre Haute",2020-05-02,0.64
"Terre Haute",2020-05-03,0.69
"Terre Haute",2020-05-04,0.65
"Terre Haute",2020-05-05,0.82
"Terre Haute",2020-05-06,0.97
"Terre Haute",2020-05-07,1.04
"Terre Haute",2020-05-08,1.08
"Terre Haute",2020-05-09,1.06
"Terre Haute",2020-05-10,1.14
"Terre Haute",2020-05-11,1.06
"Terre Haute",2020-05-12,0.8
"Terre Haute",2020-05-13,0.65
"Terre Haute",2020-05-14,0.61
"Terre Haute",2020-05-15,0.63
"Terre Haute",2020-05-16,0.71
"Terre Haute",2020-05-17,0.59
"Terre Haute",2020-05-18,0.54
"Terre Haute",2020-05-19,0.52
"Terre Haute",2020-05-20,0.52
"Terre Haute",2020-05-21,0.58
"Terre Haute",2020-05-22,0.62
"Terre Haute",2020-05-23,0.53
"Terre Haute",2020-05-24,0.51
"Terre Haute",2020-05-25,0.5
"Terre Haute",2020-05-26,0.57
"Terre Haute",2020-05-27,0.55
"Terre Haute",2020-05-28,0.44
"Terre Haute",2020-05-29,0.49
"Terre Haute",2020-05-30,0.5
"Terre Haute",2020-05-31,0.58
"Terre Haute",2020-06-01,0.75
"Terre Haute",2020-06-02,0.71
"Terre Haute",2020-06-03,0.67
"Terre Haute",2020-06-04,0.72
"Terre Haute",2020-06-05,0.59
"Terre Haute",2020-06-06,0.72
"Terre Haute",2020-06-07,0.71
"Terre Haute",2020-06-08,0.55
"Terre Haute",2020-06-09,0.6
"Terre Haute",2020-06-10,0.59
"Terre Haute",2020-06-11,0.64
"Terre Haute",2020-06-12,0.7
"Terre Haute",2020-06-13,0.69
"Terre Haute",2020-06-14,0.58
"Terre Haute",2020-06-15,0.58
"Terre Haute",2020-06-16,0.58
"Terre Haute",2020-06-17,0.56
"Terre Haute",2020-06-18,0.5
"Terre Haute",2020-06-19,0.43
"Terre Haute",2020-06-20,0.39
"Terre Haute",2020-06-21,0.55
"Terre Haute",2020-06-22,0.58
"Terre Haute",2020-06-23,0.54
"Terre Haute",2020-06-24,0.54
"Terre Haute",2020-06-25,0.59
"Terre Haute",2020-06-26,0.6
"Terre Haute",2020-06-27,0.61
"Terre Haute",2020-06-28,0.43
"Terre Haute",2020-06-29,0.43
"Terre Haute",2020-06-30,0.43
"Bloomington",2020-07-01,0.38
"Cincinnati",2020-07-01,1.32
"Columbus",2020-07-01,1.08
"Fort Wayne",2020-07-01,1.08
"Elkhart-Goshen",2020-07-01,0.99
"Evansville",2020-07-01,0.97
"Chicago-Naperville-Elgin",2020-07-01,0.74
"Indianapolis-Carmel-Anderson",2020-07-01,0.61
"Kokomo",2020-07-01,0.55
"Lafayette-West Lafayette",2020-07-01,0.5
"Louisville/Jefferson County",2020-07-01,0.76
"Michigan City-La Porte",2020-07-01,0.72
"Muncie",2020-07-01,0.58
"South Bend-Mishawaka",2020-07-01,0.85
"Terre Haute",2020-07-01,0.41
"Bloomington",2020-07-01,0.38
"Cincinnati",2020-07-01,1.32
"Columbus",2020-07-01,1.08
"Fort Wayne",2020-07-01,1.08
"Elkhart-Goshen",2020-07-01,0.99
"Evansville",2020-07-01,0.97
"Chicago-Naperville-Elgin",2020-07-01,0.74
"Indianapolis-Carmel-Anderson",2020-07-01,0.61
"Kokomo",2020-07-01,0.55
"Lafayette-West Lafayette",2020-07-01,0.5
"Louisville/Jefferson County",2020-07-01,0.76
"Michigan City-La Porte",2020-07-01,0.72
"Muncie",2020-07-01,0.58
"South Bend-Mishawaka",2020-07-01,0.85
"Terre Haute",2020-07-01,0.41
"Bloomington",2020-07-02,0.52
"Cincinnati",2020-07-02,1.22
"Columbus",2020-07-02,1.12
"Fort Wayne",2020-07-02,1.04
"Elkhart-Goshen",2020-07-02,0.86
"Evansville",2020-07-02,1.52
"Chicago-Naperville-Elgin",2020-07-02,0.81
"Indianapolis-Carmel-Anderson",2020-07-02,0.6
"Kokomo",2020-07-02,0.49
"Lafayette-West Lafayette",2020-07-02,0.49
"Louisville/Jefferson County",2020-07-02,0.67
"Michigan City-La Porte",2020-07-02,0.74
"Muncie",2020-07-02,0.56
"South Bend-Mishawaka",2020-07-02,0.73
"Terre Haute",2020-07-02,0.5
"Bloomington",2020-07-03,0.64
"Cincinnati",2020-07-03,1.18
"Columbus",2020-07-03,0.66
"Fort Wayne",2020-07-03,1.02
"Elkhart-Goshen",2020-07-03,0.86
"Evansville",2020-07-03,1.5
"Chicago-Naperville-Elgin",2020-07-03,0.85
"Indianapolis-Carmel-Anderson",2020-07-03,0.71
"Kokomo",2020-07-03,0.65
"Lafayette-West Lafayette",2020-07-03,0.49
"Louisville/Jefferson County",2020-07-03,0.67
"Michigan City-La Porte",2020-07-03,0.74
"Muncie",2020-07-03,0.69
"South Bend-Mishawaka",2020-07-03,0.63
"Terre Haute",2020-07-03,0.43
"Bloomington",2020-07-04,0.86
"Cincinnati",2020-07-04,1.1
"Columbus",2020-07-04,0.96
"Fort Wayne",2020-07-04,1.04
"Elkhart-Goshen",2020-07-04,0.76
"Evansville",2020-07-04,1.31
"Chicago-Naperville-Elgin",2020-07-04,0.77
"Indianapolis-Carmel-Anderson",2020-07-04,0.98
"Kokomo",2020-07-04,0.86
"Lafayette-West Lafayette",2020-07-04,0.62
"Louisville/Jefferson County",2020-07-04,0.62
"Michigan City-La Porte",2020-07-04,0.67
"Muncie",2020-07-04,0.95
"South Bend-Mishawaka",2020-07-04,0.55
"Terre Haute",2020-07-04,0.42
"Bloomington",2020-07-05,1.07
"Cincinnati",2020-07-05,0.95
"Columbus",2020-07-05,1
"Fort Wayne",2020-07-05,1.03
"Elkhart-Goshen",2020-07-05,0.75
"Evansville",2020-07-05,1.18
"Chicago-Naperville-Elgin",2020-07-05,0.75
"Indianapolis-Carmel-Anderson",2020-07-05,1
"Kokomo",2020-07-05,0.86
"Lafayette-West Lafayette",2020-07-05,0.64
"Louisville/Jefferson County",2020-07-05,0.53
"Michigan City-La Porte",2020-07-05,0.57
"Muncie",2020-07-05,1.07
"South Bend-Mishawaka",2020-07-05,0.49
"Terre Haute",2020-07-05,0.37
"Bloomington",2020-07-06,1.07
"Cincinnati",2020-07-06,0.8
"Columbus",2020-07-06,0.99
"Fort Wayne",2020-07-06,0.95
"Elkhart-Goshen",2020-07-06,0.69
"Evansville",2020-07-06,1.77
"Chicago-Naperville-Elgin",2020-07-06,0.74
"Indianapolis-Carmel-Anderson",2020-07-06,0.92
"Kokomo",2020-07-06,0.76
"Lafayette-West Lafayette",2020-07-06,0.56
"Louisville/Jefferson County",2020-07-06,0.78
"Michigan City-La Porte",2020-07-06,0.53
"Muncie",2020-07-06,0.99
"South Bend-Mishawaka",2020-07-06,0.4
"Terre Haute",2020-07-06,0.36
"Bloomington",2020-07-08,1.43
"Cincinnati",2020-07-08,0.81
"Columbus",2020-07-08,0.57
"Fort Wayne",2020-07-08,1.57
"Elkhart-Goshen",2020-07-08,0.73
"Evansville",2020-07-08,1.22
"Chicago-Naperville-Elgin",2020-07-08,0.92
"Indianapolis-Carmel-Anderson",2020-07-08,0.85
"Kokomo",2020-07-08,0.58
"Lafayette-West Lafayette",2020-07-08,0.6
"Louisville/Jefferson County",2020-07-08,0.69
"Michigan City-La Porte",2020-07-08,0.54
"Muncie",2020-07-08,0.78
"South Bend-Mishawaka",2020-07-08,0.48
"Terre Haute",2020-07-08,0.41
"Bloomington",2020-07-09,1.36
"Cincinnati",2020-07-09,1.04
"Columbus",2020-07-09,0.64
"Fort Wayne",2020-07-09,1.78
"Elkhart-Goshen",2020-07-09,0.76
"Evansville",2020-07-09,1.1
"Chicago-Naperville-Elgin",2020-07-09,1.02
"Indianapolis-Carmel-Anderson",2020-07-09,0.98
"Kokomo",2020-07-09,0.48
"Lafayette-West Lafayette",2020-07-09,0.59
"Louisville/Jefferson County",2020-07-09,1.03
"Michigan City-La Porte",2020-07-09,0.65
"Muncie",2020-07-09,0.69
"South Bend-Mishawaka",2020-07-09,0.52
"Terre Haute",2020-07-09,0.35
"Bloomington",2020-07-10,1.5
"Cincinnati",2020-07-10,1.05
"Columbus",2020-07-10,0.73
"Fort Wayne",2020-07-10,1.62
"Elkhart-Goshen",2020-07-10,0.7
"Evansville",2020-07-10,0.94
"Chicago-Naperville-Elgin",2020-07-10,0.97
"Indianapolis-Carmel-Anderson",2020-07-10,0.93
"Kokomo",2020-07-10,0.43
"Lafayette-West Lafayette",2020-07-10,0.69
"Louisville/Jefferson County",2020-07-10,1.17
"Michigan City-La Porte",2020-07-10,0.7
"Muncie",2020-07-10,0.71
"South Bend-Mishawaka",2020-07-10,0.51
"Terre Haute",2020-07-10,0.31
"Bloomington",2020-07-11,1.52
"Cincinnati",2020-07-11,0.92
"Columbus",2020-07-11,0.61
"Fort Wayne",2020-07-11,1.44
"Elkhart-Goshen",2020-07-11,0.66
"Evansville",2020-07-11,0.93
"Chicago-Naperville-Elgin",2020-07-11,0.91
